,freq_cancer,freq_non_cancer,pred_label,pred,label
0,0.010910584,0.9890894,Normal,0,0
1,0.0055479542,0.99445206,Normal,0,0
2,0.008147192,0.9918528,Normal,0,0
3,0.00013393651,0.999866,Normal,0,0
4,0.071066,0.928934,Normal,0,0
5,7.924424e-06,0.99999213,Normal,0,0
6,7.5279924e-05,0.99992466,Normal,0,0
7,6.842098e-05,0.9999316,Normal,0,0
8,0.009241906,0.99075806,Normal,0,0
9,0.0038552615,0.9961448,Normal,0,0
10,0.0021505265,0.99784946,Normal,0,0
11,0.0032972405,0.99670273,Normal,0,0
12,0.00011405243,0.9998859,Normal,0,0
13,1.581352e-05,0.99998415,Normal,0,0
14,0.0010800657,0.99891996,Normal,0,0
15,0.003244446,0.99675554,Normal,0,0
16,0.0009421981,0.9990578,Normal,0,0
17,2.3856187e-06,0.9999976,Normal,0,0
18,2.745077e-05,0.9999726,Normal,0,0
19,0.00013847732,0.9998615,Normal,0,0
20,2.5003545e-05,0.99997497,Normal,0,0
21,0.0002217204,0.99977833,Normal,0,0
22,0.007986018,0.992014,Normal,0,0
23,5.4932334e-06,0.9999945,Normal,0,0
24,3.1412274e-05,0.9999685,Normal,0,0
25,8.15782e-05,0.99991846,Normal,0,0
26,0.00143811,0.9985619,Normal,0,0
27,1.6034153e-05,0.9999839,Normal,0,0
28,0.000109400244,0.99989057,Normal,0,0
29,0.0003455354,0.9996544,Normal,0,0
30,5.054384e-06,0.999995,Normal,0,0
31,0.00016768934,0.9998323,Normal,0,0
32,6.0459402e-05,0.99993956,Normal,0,0
33,0.033531092,0.96646893,Normal,0,0
34,1.1934978e-05,0.9999881,Normal,0,0
35,0.008707226,0.9912928,Normal,0,0
36,0.0014052291,0.9985947,Normal,0,0
37,0.0003657932,0.99963415,Normal,0,0
38,0.0006711774,0.99932885,Normal,0,0
39,0.0010618251,0.99893814,Normal,0,0
40,2.8715194e-05,0.9999713,Normal,0,0
41,2.7911137e-05,0.9999721,Normal,0,0
42,0.00035654497,0.99964345,Normal,0,0
43,0.0028851645,0.9971148,Normal,0,0
44,1.3117372e-05,0.9999869,Normal,0,0
45,0.0058946107,0.99410534,Normal,0,0
46,3.4717952e-05,0.9999653,Normal,0,0
47,0.0014970425,0.99850297,Normal,0,0
48,0.0008058993,0.9991941,Normal,0,0
49,0.0006416594,0.99935836,Normal,0,0
50,0.002518344,0.99748164,Normal,0,0
51,0.0004729872,0.999527,Normal,0,0
52,0.00074871664,0.9992513,Normal,0,0
53,0.00013984155,0.99986017,Normal,0,0
54,0.008956564,0.99104345,Normal,0,0
55,0.0004012861,0.9995987,Normal,0,0
56,0.08893934,0.91106063,Normal,0,0
57,4.9936287e-05,0.99995005,Normal,0,0
58,0.00030323002,0.99969685,Normal,0,0
59,0.0005389156,0.9994611,Normal,0,0
60,0.0040859287,0.99591404,Normal,0,0
61,0.000249519,0.99975044,Normal,0,0
62,5.9626573e-06,0.99999404,Normal,0,0
63,0.0137746865,0.98622537,Normal,0,0
64,6.786972e-05,0.99993217,Normal,0,0
65,0.00013908328,0.9998609,Normal,0,0
66,0.0008395007,0.9991605,Normal,0,0
67,3.4519542e-06,0.99999654,Normal,0,0
68,0.00013575605,0.9998642,Normal,0,0
69,3.0306921e-05,0.9999697,Normal,0,0
70,4.0982777e-06,0.99999595,Normal,0,0
71,0.0004226271,0.99957734,Normal,0,0
72,0.00045438134,0.99954563,Normal,0,0
73,2.2111924e-06,0.99999774,Normal,0,0
74,0.020837773,0.9791622,Normal,0,0
75,0.0212969,0.9787031,Normal,0,0
76,1.6113912e-05,0.9999839,Normal,0,0
77,0.0018843713,0.99811566,Normal,0,0
78,0.0002217982,0.9997782,Normal,0,0
79,1.1045262e-05,0.9999889,Normal,0,0
80,0.0043865372,0.99561346,Normal,0,0
81,0.00058589835,0.9994141,Normal,0,0
82,0.007240821,0.9927592,Normal,0,0
83,0.0026527834,0.99734724,Normal,0,0
84,0.0029854195,0.9970145,Normal,0,0
85,8.708304e-05,0.99991286,Normal,0,0
86,0.0036584523,0.9963415,Normal,0,0
87,0.0040537147,0.99594635,Normal,0,0
88,0.00095738925,0.9990426,Normal,0,0
89,0.00017457346,0.9998254,Normal,0,0
90,0.002171688,0.9978283,Normal,0,0
91,0.0013410775,0.9986589,Normal,0,0
92,0.0001998806,0.99980015,Normal,0,0
93,0.00022426578,0.9997757,Normal,0,0
94,0.009895451,0.9901045,Normal,0,0
95,0.009946846,0.9900531,Normal,0,0
96,0.9996105,0.00038950454,Cancer,1,0
97,0.9981881,0.001811878,Cancer,1,0
98,0.99211544,0.007884588,Cancer,1,0
99,0.9979164,0.0020836547,Cancer,1,0
100,0.9982913,0.0017086432,Cancer,1,0
101,0.9924137,0.0075863,Cancer,1,0
102,0.9928733,0.0071267104,Cancer,1,0
103,0.9076795,0.09232045,Cancer,1,0
104,0.95118165,0.04881831,Cancer,1,0
105,0.9873045,0.012695491,Cancer,1,0
106,0.9949903,0.005009666,Cancer,1,0
107,0.78818834,0.21181162,Cancer,1,0
108,0.97543347,0.024566503,Cancer,1,0
109,0.9963278,0.0036721793,Cancer,1,0
110,0.97241706,0.027582962,Cancer,1,0
111,0.985036,0.014963966,Cancer,1,0
112,0.9616047,0.03839526,Cancer,1,0
113,0.89493966,0.105060294,Cancer,1,0
114,0.91418487,0.08581516,Cancer,1,0
115,0.88661814,0.113381855,Cancer,1,0
116,0.9902688,0.00973115,Cancer,1,0
117,0.9905116,0.009488434,Cancer,1,0
118,0.99240184,0.0075982073,Cancer,1,0
119,0.9541144,0.045885626,Cancer,1,0
120,0.035675105,0.9643249,Normal,0,0
121,0.18219791,0.8178021,Normal,0,0
122,0.9652967,0.03470332,Cancer,1,0
123,0.8651183,0.13488162,Cancer,1,0
124,0.9542736,0.045726415,Cancer,1,0
125,0.958029,0.041971076,Cancer,1,0
126,0.044375204,0.95562476,Normal,0,0
127,0.4129756,0.5870244,Normal,0,0
128,0.01351334,0.9864867,Normal,0,0
129,0.17395744,0.82604253,Normal,0,0
