Unnamed: 0,freq_cancer,freq_non_cancer,pred_label,pred,label
0,0.1238058679656151,0.8761941320343848,Normal,0,0
1,0.1236144392317021,0.8763855607682978,Normal,0,0
2,0.1229255896177039,0.8770744103822959,Normal,0,0
3,0.1236172793327991,0.8763827206672008,Normal,0,0
4,0.1288279013703286,0.8711720986296713,Normal,0,0
5,0.1507613492457556,0.8492386507542444,Normal,0,0
6,0.1390378422328843,0.8609621577671156,Normal,0,0
7,0.1677833094851092,0.8322166905148907,Normal,0,0
8,0.1348498833518972,0.8651501166481026,Normal,0,0
9,0.1513695259152972,0.8486304740847027,Normal,0,1
10,0.1747920047697944,0.8252079952302056,Normal,0,1
11,0.1610703602294405,0.8389296397705596,Normal,0,1
12,0.1815621840194921,0.8184378159805079,Normal,0,1
13,0.1742717642722636,0.8257282357277365,Normal,0,1
14,0.1964091940742481,0.8035908059257518,Normal,0,1
15,0.1612867146019427,0.8387132853980573,Normal,0,1
16,0.1695344794580489,0.830465520541951,Normal,0,1
17,0.1943989021007974,0.8056010978992026,Normal,0,1
18,0.1507598770023694,0.8492401229976304,Normal,0,1
19,0.2037422255127835,0.7962577744872165,Normal,0,1
20,0.1887059191157993,0.8112940808842006,Normal,0,1
21,0.1468922778331065,0.8531077221668936,Normal,0,1
22,0.1432325940073477,0.8567674059926522,Normal,0,1
23,0.1431551819177384,0.8568448180822617,Normal,0,1
24,0.1638217612077603,0.8361782387922396,Normal,0,1
25,0.1735565102929442,0.8264434897070558,Normal,0,1
26,0.1789801132386645,0.8210198867613354,Normal,0,1
27,0.1461855529757727,0.8538144470242273,Normal,0,1
28,0.1608882628563937,0.8391117371436062,Normal,0,1
29,0.1599471092864717,0.8400528907135283,Normal,0,1
30,0.1609166085633181,0.8390833914366819,Normal,0,1
31,0.1542797268221667,0.8457202731778334,Normal,0,1
32,0.1846230015433824,0.8153769984566176,Normal,0,1
33,0.1549701783065457,0.8450298216934543,Normal,0,1
34,0.1764970634120137,0.8235029365879862,Normal,0,1
35,0.1661674860925414,0.8338325139074586,Normal,0,1
36,0.1563174001386075,0.8436825998613925,Normal,0,1
37,0.1607547180084573,0.8392452819915427,Normal,0,1
38,0.1914547671710124,0.8085452328289875,Normal,0,1
39,0.1620563124506202,0.8379436875493798,Normal,0,1
40,0.1419253519671377,0.8580746480328624,Normal,0,1
41,0.1743619561991794,0.8256380438008206,Normal,0,1
42,0.1702531264918748,0.8297468735081251,Normal,0,1
43,0.1599192077772301,0.8400807922227699,Normal,0,1
44,0.2097160178908568,0.7902839821091431,Normal,0,1
45,0.1854363011889791,0.8145636988110209,Normal,0,1
