,Unnamed: 0,freq_cancer,freq_non_cancer,pred_label,pred,label
0,0,0.4598166860350406,0.5401833139649594,Normal,0,1
1,1,0.4850710287237177,0.5149289712762821,Normal,0,1
2,2,0.4099301155431607,0.5900698844568393,Normal,0,1
3,3,0.4615349656486683,0.5384650343513318,Normal,0,1
4,4,0.4669681427834693,0.5330318572165307,Normal,0,1
5,5,0.3829249072807424,0.6170750927192575,Normal,0,1
6,6,0.4740445378736427,0.5259554621263572,Normal,0,1
7,7,0.4874234797340653,0.5125765202659347,Normal,0,1
8,8,0.4844698488223316,0.5155301511776683,Normal,0,1
9,9,0.3795877445244915,0.6204122554755084,Normal,0,1
10,10,0.3896495353247883,0.6103504646752117,Normal,0,1
11,11,0.393911411084783,0.6060885889152169,Normal,0,1
12,12,0.4849340949108134,0.5150659050891865,Normal,0,1
13,13,0.4855237505894242,0.5144762494105758,Normal,0,1
14,14,0.4364163769838084,0.5635836230161917,Normal,0,1
15,15,0.4116134947243221,0.5883865052756779,Normal,0,1
16,16,0.4711249577732803,0.5288750422267197,Normal,0,1
17,17,0.4795756391061732,0.5204243608938268,Normal,0,1
18,18,0.4681155828879275,0.5318844171120725,Normal,0,1
19,19,0.4852358750520513,0.5147641249479485,Normal,0,1
20,20,0.398205325436381,0.601794674563619,Normal,0,1
21,21,0.4388353931709271,0.5611646068290729,Normal,0,1
22,22,0.4737631815546227,0.5262368184453773,Normal,0,1
23,23,0.428714648178187,0.571285351821813,Normal,0,1
24,24,0.3954404703488174,0.6045595296511825,Normal,0,1
25,25,0.4323577456530932,0.5676422543469067,Normal,0,1
26,26,0.4818973115639829,0.5181026884360171,Normal,0,1
27,27,0.4592388336190724,0.5407611663809275,Normal,0,1
28,28,0.4737335252101158,0.5262664747898841,Normal,0,1
29,29,0.4822695472546459,0.5177304527453541,Normal,0,1
30,30,0.4726239082428571,0.5273760917571428,Normal,0,1
31,31,0.3504804530885522,0.6495195469114476,Normal,0,1
32,32,0.4670873139348072,0.5329126860651928,Normal,0,1
33,33,0.4657505190640574,0.5342494809359426,Normal,0,1
34,34,0.4837047707105962,0.5162952292894039,Normal,0,1
35,35,0.4878434212099005,0.5121565787900995,Normal,0,1
36,36,0.4792553287803346,0.5207446712196654,Normal,0,1
37,37,0.3914911764382908,0.6085088235617092,Normal,0,1
38,38,0.4038892230192566,0.5961107769807433,Normal,0,1
39,39,0.4674644219587224,0.5325355780412775,Normal,0,1
40,40,0.4780481082899764,0.5219518917100237,Normal,0,1
41,41,0.4795547541097134,0.5204452458902865,Normal,0,1
42,42,0.4164706266043795,0.5835293733956205,Normal,0,1
43,43,0.4605170324505481,0.539482967549452,Normal,0,1
44,44,0.4336947093083665,0.5663052906916334,Normal,0,1
45,45,0.4807576204520578,0.5192423795479423,Normal,0,1
46,46,0.4052925571412912,0.5947074428587088,Normal,0,1
