"Sample","freq_cancer","freq_non_cancer","pred_label","pred","label"
"V1","0.8","0.2","cancer",1,0
"V2","0.2","0.8","non_cancer",0,0
"V3","1","0","cancer",1,0
"V4","0.4","0.6","non_cancer",0,0
"V5","0.2","0.8","non_cancer",0,0
"V6","0.2","0.8","non_cancer",0,0
"V7","0.8","0.2","cancer",1,0
"V8","0.4","0.6","non_cancer",0,0
"V9","0.4","0.6","non_cancer",0,0
"V10","0.6","0.4","cancer",1,0
"V11","0.8","0.2","cancer",1,0
"V12","0.6","0.4","cancer",1,0
"V13","0.8","0.2","cancer",1,0
"V14","0.6","0.4","cancer",1,0
"V15","0.6","0.4","cancer",1,0
"V16","0.8","0.2","cancer",1,0
"V17","0.8","0.2","cancer",1,0
"V18","0.6","0.4","cancer",1,0
"V19","0.6","0.4","cancer",1,0
"V20","0.2","0.8","non_cancer",0,0
"V21","0.4","0.6","non_cancer",0,0
"V22","0.6","0.4","cancer",1,0
"V23","0.6","0.4","cancer",1,0
"V24","0.4","0.6","non_cancer",0,0
"V25","0.6","0.4","cancer",1,0
"V26","0.2","0.8","non_cancer",0,0
"V27","0.8","0.2","cancer",1,0
"V28","0.4","0.6","non_cancer",0,0
"V29","0.6","0.4","cancer",1,0
"V30","0.4","0.6","non_cancer",0,0
"V31","0.4","0.6","non_cancer",0,0
"V32","0.6","0.4","cancer",1,0
"V33","0.8","0.2","cancer",1,0
"V34","0.6","0.4","cancer",1,0
"V35","0.4","0.6","non_cancer",0,0
"V36","0.8","0.2","cancer",1,0
"V37","0.4","0.6","non_cancer",0,0
"V38","0.2","0.8","non_cancer",0,0
"V39","0.2","0.8","non_cancer",0,0
"V40","0.6","0.4","cancer",1,0
"V41","0.4","0.6","non_cancer",0,0
"V42","0.2","0.8","non_cancer",0,0
"V43","0.4","0.6","non_cancer",0,0
"V44","0","1","non_cancer",0,0
"V45","0.4","0.6","non_cancer",0,0
"V46","0.8","0.2","cancer",1,1
"V47","0.8","0.2","cancer",1,1
"V48","1","0","cancer",1,1
"V49","0.8","0.2","cancer",1,1
"V50","1","0","cancer",1,1
"V51","0.8","0.2","cancer",1,1
"V52","0.8","0.2","cancer",1,1
"V53","0.8","0.2","cancer",1,1
"V54","0.8","0.2","cancer",1,1
"V55","0.8","0.2","cancer",1,1
"V56","1","0","cancer",1,1
"V57","0.8","0.2","cancer",1,1
"V58","0.6","0.4","cancer",1,1
"V59","1","0","cancer",1,1
"V60","0.8","0.2","cancer",1,1
"V61","1","0","cancer",1,1
"V62","1","0","cancer",1,1
"V63","0.8","0.2","cancer",1,1
"V64","1","0","cancer",1,1
"V65","1","0","cancer",1,1
"V66","1","0","cancer",1,1
"V67","0.6","0.4","cancer",1,1
"V68","0.8","0.2","cancer",1,1
