,freq_cancer,freq_non_cancer,pred_label,pred,label
0,0.251840636286164,0.7481593637138361,Normal,0,0
1,0.1934404626472271,0.8065595373527729,Normal,0,0
2,0.1467217820314772,0.8532782179685229,Normal,0,0
3,0.1615494841880728,0.8384505158119272,Normal,0,0
4,0.1450765329170171,0.8549234670829828,Normal,0,0
5,0.162087946130097,0.8379120538699031,Normal,0,0
6,0.162095713583892,0.837904286416108,Normal,0,0
7,0.1621072166138155,0.8378927833861844,Normal,0,0
8,0.1458013888931818,0.8541986111068182,Normal,0,0
9,0.1496556975221058,0.8503443024778943,Normal,0,0
10,0.1722825032589525,0.8277174967410474,Normal,0,0
11,0.1662531694489837,0.8337468305510163,Normal,0,0
12,0.168565719047895,0.831434280952105,Normal,0,0
13,0.1556394977456973,0.8443605022543026,Normal,0,0
14,0.144541037465975,0.8554589625340249,Normal,0,0
15,0.1608963145793175,0.8391036854206825,Normal,0,0
16,0.1632586517966769,0.836741348203323,Normal,0,0
17,0.1780417106381375,0.8219582893618624,Normal,0,0
18,0.1526412254368302,0.8473587745631698,Normal,0,0
19,0.1448478993571688,0.8551521006428311,Normal,0,0
20,0.1603599336103957,0.8396400663896043,Normal,0,0
21,0.1650244705814235,0.8349755294185766,Normal,0,0
22,0.1697100370689409,0.8302899629310592,Normal,0,0
23,0.1713857969586041,0.828614203041396,Normal,0,0
24,0.1657894731517333,0.8342105268482668,Normal,0,0
25,0.1634346074245765,0.8365653925754234,Normal,0,0
26,0.1435115472142905,0.8564884527857095,Normal,0,0
27,0.1635256726940913,0.8364743273059086,Normal,0,0
28,0.1660029723277866,0.8339970276722133,Normal,0,0
29,0.1883284922480314,0.8116715077519686,Normal,0,0
30,0.169544322628795,0.830455677371205,Normal,0,0
31,0.1689693880313288,0.8310306119686711,Normal,0,0
32,0.15444056889823,0.84555943110177,Normal,0,0
33,0.1750637651176991,0.8249362348823008,Normal,0,0
34,0.1826356772931781,0.8173643227068219,Normal,0,0
35,0.1648394323010471,0.8351605676989527,Normal,0,0
36,0.1524010791000531,0.8475989208999468,Normal,0,0
37,0.1643385170244732,0.8356614829755268,Normal,0,0
38,0.1614146815941532,0.8385853184058467,Normal,0,0
39,0.1642609076059742,0.8357390923940258,Normal,0,0
40,0.1672943369060623,0.8327056630939378,Normal,0,0
41,0.1594957634356829,0.8405042365643172,Normal,0,0
42,0.1627701997446156,0.8372298002553844,Normal,0,0
43,0.1699602376906172,0.8300397623093828,Normal,0,0
44,0.1489621219148564,0.8510378780851435,Normal,0,0
45,0.178667293567561,0.8213327064324389,Normal,0,0
46,0.1479839003835274,0.8520160996164725,Normal,0,0
47,0.154485495360249,0.8455145046397509,Normal,0,0
48,0.1572960738230576,0.8427039261769423,Normal,0,0
49,0.1635097298126852,0.8364902701873148,Normal,0,0
50,0.1665279817637734,0.8334720182362266,Normal,0,0
51,0.1621454086035767,0.8378545913964234,Normal,0,0
52,0.1751591535154184,0.8248408464845816,Normal,0,0
53,0.1655657279487114,0.8344342720512886,Normal,0,0
54,0.1641787730661522,0.8358212269338476,Normal,0,0
55,0.1677758370763841,0.8322241629236159,Normal,0,0
56,0.1431019463324648,0.8568980536675351,Normal,0,0
57,0.1451459146416759,0.8548540853583241,Normal,0,0
58,0.1611822883551978,0.8388177116448021,Normal,0,0
59,0.1435902652006251,0.8564097347993749,Normal,0,0
60,0.1716903471990757,0.8283096528009242,Normal,0,0
61,0.1647218168083537,0.8352781831916463,Normal,0,0
62,0.1479527086504227,0.8520472913495772,Normal,0,0
63,0.1609845733867622,0.8390154266132378,Normal,0,0
64,0.1482761403054717,0.8517238596945284,Normal,0,0
65,0.1616567056289042,0.8383432943710957,Normal,0,0
66,0.1580377283109482,0.8419622716890518,Normal,0,0
67,0.1823920584247543,0.8176079415752457,Normal,0,0
68,0.198667694369216,0.801332305630784,Normal,0,0
69,0.1731532733372748,0.8268467266627253,Normal,0,0
70,0.1474012964754615,0.8525987035245385,Normal,0,0
71,0.1410363153450648,0.8589636846549352,Normal,0,0
72,0.1502515658961528,0.8497484341038472,Normal,0,0
73,0.1487618253706697,0.8512381746293303,Normal,0,0
74,0.173055127153081,0.826944872846919,Normal,0,0
75,0.1440734965072625,0.8559265034927375,Normal,0,0
76,0.1638575655389303,0.8361424344610697,Normal,0,0
77,0.1435768586332668,0.8564231413667331,Normal,0,0
78,0.1622048387674264,0.8377951612325735,Normal,0,0
79,0.1651537638066084,0.8348462361933915,Normal,0,0
80,0.1768942896990992,0.8231057103009009,Normal,0,0
81,0.164980941344666,0.835019058655334,Normal,0,0
82,0.1619346190226512,0.8380653809773487,Normal,0,0
83,0.1622454947369556,0.8377545052630444,Normal,0,0
84,0.1501747526197517,0.8498252473802484,Normal,0,0
85,0.1896687922990389,0.810331207700961,Normal,0,0
86,0.160465513844763,0.8395344861552368,Normal,0,0
87,0.1594146315304069,0.840585368469593,Normal,0,0
88,0.1767733006285727,0.8232266993714272,Normal,0,0
89,0.1618457961433049,0.8381542038566953,Normal,0,0
90,0.1814937445581982,0.8185062554418018,Normal,0,0
91,0.1496351487270149,0.850364851272985,Normal,0,0
92,0.1443449350574341,0.8556550649425658,Normal,0,0
93,0.1648846770953256,0.8351153229046743,Normal,0,0
94,0.1687349154021917,0.8312650845978082,Normal,0,0
95,0.1678366375183724,0.8321633624816276,Normal,0,0
96,0.1441903260327822,0.8558096739672177,Normal,0,0
97,0.1675459509104203,0.8324540490895795,Normal,0,0
98,0.1643466024841007,0.8356533975158993,Normal,0,0
99,0.1677379509094131,0.832262049090587,Normal,0,0
100,0.1621202601960387,0.8378797398039614,Normal,0,0
101,0.1630409569137868,0.8369590430862132,Normal,0,0
102,0.1466307421532503,0.8533692578467497,Normal,0,0
103,0.168341961812582,0.8316580381874179,Normal,0,0
104,0.178750873874233,0.821249126125767,Normal,0,0
105,0.1702196403499251,0.8297803596500748,Normal,0,0
106,0.1609899001774376,0.8390100998225622,Normal,0,0
107,0.1418269342165851,0.858173065783415,Normal,0,0
108,0.1640872496170381,0.8359127503829619,Normal,0,0
109,0.1622970634366945,0.8377029365633054,Normal,0,0
110,0.1669548584556482,0.8330451415443518,Normal,0,0
111,0.1601055981743174,0.8398944018256826,Normal,0,0
112,0.1442839715416863,0.8557160284583136,Normal,0,0
113,0.1693079910157257,0.8306920089842743,Normal,0,0
114,0.1500696837493908,0.8499303162506091,Normal,0,0
115,0.1421352012710708,0.8578647987289292,Normal,0,0
116,0.1453818191069972,0.8546181808930028,Normal,0,0
117,0.1840238402865419,0.8159761597134582,Normal,0,0
118,0.1584703487453667,0.8415296512546332,Normal,0,0
119,0.1428302264559434,0.8571697735440567,Normal,0,0
120,0.1806555403780703,0.8193444596219296,Normal,0,0
121,0.1531267483777623,0.8468732516222377,Normal,0,0
122,0.1705557054392945,0.8294442945607055,Normal,0,0
123,0.1674270224716784,0.8325729775283215,Normal,0,0
124,0.1423197037243642,0.8576802962756357,Normal,0,0
125,0.172724066457261,0.8272759335427389,Normal,0,0
126,0.1728500322303558,0.8271499677696441,Normal,0,0
127,0.1644586433130213,0.8355413566869787,Normal,0,0
128,0.1643808828888724,0.8356191171111276,Normal,0,0
129,0.1638717136540708,0.8361282863459292,Normal,0,0
130,0.1495571464215901,0.8504428535784099,Normal,0,0
131,0.162349001831405,0.837650998168595,Normal,0,0
132,0.1478459228149115,0.8521540771850885,Normal,0,0
133,0.1638792270663384,0.8361207729336615,Normal,0,0
134,0.1718886296356935,0.8281113703643065,Normal,0,0
135,0.160624092406895,0.8393759075931049,Normal,0,0
136,0.1657363360725494,0.8342636639274505,Normal,0,0
137,0.1864807496264312,0.8135192503735688,Normal,0,0
138,0.1419332767233359,0.858066723276664,Normal,0,0
139,0.1612530321711975,0.8387469678288024,Normal,0,0
140,0.1665516712358607,0.8334483287641393,Normal,0,0
141,0.1630830555238047,0.8369169444761951,Normal,0,0
142,0.1696659286441738,0.8303340713558262,Normal,0,0
143,0.1495623404534841,0.8504376595465158,Normal,0,0
144,0.1642375218535708,0.8357624781464291,Normal,0,0
145,0.1437857792215309,0.856214220778469,Normal,0,0
146,0.1622033935896328,0.8377966064103672,Normal,0,0
147,0.1811950066415595,0.8188049933584405,Normal,0,0
148,0.1816210380421135,0.8183789619578865,Normal,0,0
149,0.1449016349903149,0.8550983650096852,Normal,0,0
150,0.1790052111862635,0.8209947888137364,Normal,0,0
151,0.173733066075856,0.826266933924144,Normal,0,0
152,0.1493934625500922,0.8506065374499077,Normal,0,0
153,0.1516309452349219,0.8483690547650781,Normal,0,0
154,0.1616060059813965,0.8383939940186035,Normal,0,0
155,0.1412563754014829,0.858743624598517,Normal,0,0
156,0.1750062326230285,0.8249937673769715,Normal,0,0
157,0.1561181072593498,0.8438818927406502,Normal,0,0
158,0.1506883667789362,0.8493116332210637,Normal,0,0
159,0.1486691104713511,0.8513308895286489,Normal,0,0
160,0.1700500269418476,0.8299499730581524,Normal,0,0
161,0.1652072092312718,0.8347927907687281,Normal,0,0
162,0.1431883618373194,0.8568116381626806,Normal,0,0
163,0.1893618103487341,0.8106381896512658,Normal,0,0
164,0.1494933286006548,0.8505066713993452,Normal,0,0
165,0.1645575913121763,0.8354424086878237,Normal,0,0
166,0.1614084893031867,0.8385915106968133,Normal,0,0
167,0.1630938086927649,0.8369061913072351,Normal,0,0
168,0.1414025310800581,0.8585974689199419,Normal,0,0
169,0.1510444060401414,0.8489555939598586,Normal,0,0
170,0.1599177677594903,0.8400822322405096,Normal,0,0
171,0.1583756307845587,0.8416243692154414,Normal,0,0
172,0.160885933311433,0.8391140666885669,Normal,0,0
173,0.1582292275955554,0.8417707724044446,Normal,0,0
174,0.1493343776936526,0.8506656223063473,Normal,0,0
175,0.1438732852442473,0.8561267147557525,Normal,0,0
176,0.1706562154867957,0.8293437845132043,Normal,0,0
177,0.16121545158574,0.83878454841426,Normal,0,0
178,0.1495063599491997,0.8504936400508003,Normal,0,0
179,0.1502620858062677,0.8497379141937322,Normal,0,0
180,0.1479855832712809,0.852014416728719,Normal,0,0
181,0.1606709609865149,0.839329039013485,Normal,0,0
182,0.1611710429569152,0.8388289570430848,Normal,0,0
183,0.1622430432031208,0.8377569567968791,Normal,0,0
184,0.1783484239090956,0.8216515760909043,Normal,0,0
185,0.1450845709539405,0.8549154290460595,Normal,0,0
186,0.1422515440638509,0.857748455936149,Normal,0,0
187,0.1454305904039045,0.8545694095960955,Normal,0,0
188,0.1809346383155794,0.8190653616844206,Normal,0,0
