"cell.names","copykat.pred","pred","label","freq_cancer","freq_non_cancer"
"BT1030.P1.A01","diploid",0,1,NA,NA
"BT1030.P1.A03","diploid",0,1,NA,NA
"BT1030.P1.A04","diploid",0,1,NA,NA
"BT1030.P1.A06","diploid",0,1,NA,NA
"BT1030.P1.A08","diploid",0,1,NA,NA
"BT1030.P1.A09","diploid",0,1,NA,NA
"BT1030.P1.A10","diploid",0,1,NA,NA
"BT1030.P1.A11","diploid",0,1,NA,NA
"BT1030.P1.A12","diploid",0,1,NA,NA
"BT1030.P1.B02","diploid",0,1,NA,NA
"BT1030.P1.B03","diploid",0,1,NA,NA
"BT1030.P1.B04","diploid",0,1,NA,NA
"BT1030.P1.B06","diploid",0,1,NA,NA
"BT1030.P1.B07","diploid",0,1,NA,NA
"BT1030.P1.B09","diploid",0,0,NA,NA
"BT1030.P1.B10","diploid",0,1,NA,NA
"BT1030.P1.B11","diploid",0,1,NA,NA
"BT1030.P1.B12","diploid",0,1,NA,NA
"BT1030.P1.C01","diploid",0,1,NA,NA
"BT1030.P1.C02","diploid",0,1,NA,NA
"BT1030.P1.C04","diploid",0,1,NA,NA
"BT1030.P1.C09","diploid",0,1,NA,NA
"BT1030.P1.C10","diploid",0,1,NA,NA
"BT1030.P1.C11","diploid",0,1,NA,NA
"BT1030.P1.C12","diploid",0,1,NA,NA
"BT1030.P1.D01","diploid",0,1,NA,NA
"BT1030.P1.D03","diploid",0,1,NA,NA
"BT1030.P1.D06","diploid",0,1,NA,NA
"BT1030.P1.D07","diploid",0,1,NA,NA
"BT1030.P1.D08","diploid",0,1,NA,NA
"BT1030.P1.D09","diploid",0,1,NA,NA
"BT1030.P1.D11","diploid",0,1,NA,NA
"BT1030.P1.D12","diploid",0,1,NA,NA
"BT1030.P1.E02","diploid",0,1,NA,NA
"BT1030.P1.E03","diploid",0,1,NA,NA
"BT1030.P1.E04","diploid",0,1,NA,NA
"BT1030.P1.E06","diploid",0,0,NA,NA
"BT1030.P1.E09","diploid",0,1,NA,NA
"BT1030.P1.E10","diploid",0,1,NA,NA
"BT1030.P1.E12","diploid",0,1,NA,NA
"BT1030.P1.F04","diploid",0,1,NA,NA
"BT1030.P1.F05","diploid",0,1,NA,NA
"BT1030.P1.F09","diploid",0,1,NA,NA
"BT1030.P1.F10","diploid",0,1,NA,NA
"BT1030.P1.G04","diploid",0,1,NA,NA
"BT1030.P1.G05","diploid",0,1,NA,NA
"BT1030.P1.G06","diploid",0,1,NA,NA
"BT1030.P1.G07","diploid",0,1,NA,NA
"BT1030.P1.G09","diploid",0,1,NA,NA
"BT1030.P1.G10","diploid",0,1,NA,NA
"BT1030.P1.G11","diploid",0,1,NA,NA
"BT1030.P1.G12","diploid",0,1,NA,NA
"BT1030.P1.H01","diploid",0,1,NA,NA
"BT1030.P1.H03","diploid",0,1,NA,NA
"BT1030.P1.H04","diploid",0,1,NA,NA
"BT1030.P1.H06","diploid",0,1,NA,NA
"BT1030.P1.H08","diploid",0,1,NA,NA
"BT1030.P1.H09","diploid",0,1,NA,NA
"BT1030.P1.H11","diploid",0,1,NA,NA
"BT1030.P2.A01","diploid",0,1,NA,NA
"BT1030.P2.A02","diploid",0,1,NA,NA
"BT1030.P2.A03","diploid",0,1,NA,NA
"BT1030.P2.A04","diploid",0,1,NA,NA
"BT1030.P2.A05","diploid",0,1,NA,NA
"BT1030.P2.A06","diploid",0,1,NA,NA
"BT1030.P2.A08","diploid",0,1,NA,NA
"BT1030.P2.A09","diploid",0,1,NA,NA
"BT1030.P2.A10","diploid",0,1,NA,NA
"BT1030.P2.A12","diploid",0,1,NA,NA
"BT1030.P2.B02","diploid",0,1,NA,NA
"BT1030.P2.B03","diploid",0,0,NA,NA
"BT1030.P2.B04","diploid",0,1,NA,NA
"BT1030.P2.B05","diploid",0,1,NA,NA
"BT1030.P2.B06","diploid",0,1,NA,NA
"BT1030.P2.B07","diploid",0,1,NA,NA
"BT1030.P2.B09","diploid",0,1,NA,NA
"BT1030.P2.B10","diploid",0,1,NA,NA
"BT1030.P2.B11","diploid",0,1,NA,NA
"BT1030.P2.B12","diploid",0,1,NA,NA
"BT1030.P2.C01","diploid",0,1,NA,NA
"BT1030.P2.C03","diploid",0,1,NA,NA
"BT1030.P2.C04","diploid",0,1,NA,NA
"BT1030.P2.C06","diploid",0,1,NA,NA
