"Sample","freq_cancer","freq_non_cancer","pred_label","pred","label"
"SS7CD3posP1_G09","0","1","non_cancer",0,0
"SS7CD3posP1_C03","0","1","non_cancer",0,0
"SS7CD45posP1_G07","0","1","non_cancer",0,0
"SS7CD3posP1_A01","0","1","non_cancer",0,0
"SS7CD3posP1_E02","0","1","non_cancer",0,0
"SS5CD45posP1_D02","0","1","non_cancer",0,0
"SS7CD45posP1_G04","0","1","non_cancer",0,0
"SS7CD3posP1_A10","0","1","non_cancer",0,0
"SS5CD45posP1_B04","0","1","non_cancer",0,0
"SS7CD45posP1_F11","0","1","non_cancer",0,0
"SS2CD45posP1_E09","0.2","0.8","non_cancer",0,0
"SS7CD45posP1_B12","0","1","non_cancer",0,0
"SS2CD45posP1_H02","0","1","non_cancer",0,0
"SS7CD3posP1_G08","0","1","non_cancer",0,0
"SS7CD45posP1_F02","0","1","non_cancer",0,0
"SS7CD3posP1_G01","0","1","non_cancer",0,0
"SS2CD45posP1_C11","0","1","non_cancer",0,0
"SS7CD3posP1_A06","0","1","non_cancer",0,0
"SS2CD45posP1_C04","0","1","non_cancer",0,0
"SS7CD45posP1_B02","0","1","non_cancer",0,0
"SS7CD45posP1_D08","0","1","non_cancer",0,0
"SS7CD45posP1_E07","0","1","non_cancer",0,0
"SS2CD45posP1_B08","0","1","non_cancer",0,0
"SS5CD45posP1_F01","0","1","non_cancer",0,0
"SS5CD45posP1_A04","0","1","non_cancer",0,0
"SS7CD45posP1_C02","0","1","non_cancer",0,0
"SS5CD45posP1_A03","0","1","non_cancer",0,0
"SS7CD3posP1_H05","0","1","non_cancer",0,0
"SS7CD45posP1_E04","0","1","non_cancer",0,0
"SS7CD45posP1_H03","0","1","non_cancer",0,0
"SS5CD45posP1_G09","0","1","non_cancer",0,0
"SS5CD45posP1_C12","0","1","non_cancer",0,0
"SS7CD3posP1_B05","0","1","non_cancer",0,0
"SS7CD45posP1_A09","0","1","non_cancer",0,0
"SS5CD45posP1_F10","0","1","non_cancer",0,0
"SS5CD45posP1_E08","0","1","non_cancer",0,0
"SS2CD45posP1_F01","0","1","non_cancer",0,0
"SS7CD45posP1_E09","0","1","non_cancer",0,0
"SS7CD45posP1_F08","0","1","non_cancer",0,0
"SS2CD45posP1_E06","0.2","0.8","non_cancer",0,0
"SS7CD3posP1_A07","0","1","non_cancer",0,0
"SS2CD45posP1_G12","0","1","non_cancer",0,0
"SS7CD3posP1_H07","0","1","non_cancer",0,0
"SS7CD3posP1_G03","0","1","non_cancer",0,0
"SS2CD45posP1_H06","0","1","non_cancer",0,0
"SS2CD45posP1_H12","0","1","non_cancer",0,0
"SS2CD45posP1_F08","0","1","non_cancer",0,0
"SS7CD3posP1_G10","0","1","non_cancer",0,0
"SS7CD3posP1_E01","0","1","non_cancer",0,0
"SS7CD45posP1_C05","0","1","non_cancer",0,0
"SS5CD45posP1_A09","0","1","non_cancer",0,0
"SS7CD3posP1_B01","0","1","non_cancer",0,0
"SS7CD3posP1_C04","0","1","non_cancer",0,0
"SS2CD45posP1_C07","0","1","non_cancer",0,0
"SS2CD45posP1_D06","0","1","non_cancer",0,0
"SS7CD3posP1_E06","0","1","non_cancer",0,0
"SS7CD45posP1_C10","0","1","non_cancer",0,0
"SS2CD45posP1_B06","0","1","non_cancer",0,0
"SS5CD45posP1_B11","0","1","non_cancer",0,0
"SS2CD45posP1_H07","0","1","non_cancer",0,0
"SS7CD45posP1_A08","0","1","non_cancer",0,0
"SS7CD3posP1_B08","0","1","non_cancer",0,0
"SS5CD45posP1_B02","0","1","non_cancer",0,0
"SS2CD45posP1_G04","0","1","non_cancer",0,0
"SS2CD45posP1_B10","0","1","non_cancer",0,0
"SS5CD45posP1_D04","0","1","non_cancer",0,0
"SS7CD3posP1_G07","0","1","non_cancer",0,0
"SS7CD3posP1_C01","0","1","non_cancer",0,0
"SS2CD45posP1_H05","0","1","non_cancer",0,0
"SS5CD45posP1_H11","0","1","non_cancer",0,0
"SS7CD3posP1_F02","0","1","non_cancer",0,0
"SS7CD3posP1_H04","0","1","non_cancer",0,0
"SS7CD45posP1_D11","0","1","non_cancer",0,0
"SS2CD45posP1_A01","0","1","non_cancer",0,0
"SS2CD45posP1_E11","0","1","non_cancer",0,0
"SS7CD3posP1_G12","0","1","non_cancer",0,0
"SS2CD45posP1_D08","0","1","non_cancer",0,0
"SS2CD45posP1_F07","0","1","non_cancer",0,0
"SS7CD3posP1_G11","0","1","non_cancer",0,0
"SS5CD45posP1_D12","0","1","non_cancer",0,0
"SS2CD45posP1_F04","0","1","non_cancer",0,0
"SS7CD3posP1_A05","0","1","non_cancer",0,0
"SS7CD3posP1_D04","0","1","non_cancer",0,0
"SS5CD45posP1_B09","0","1","non_cancer",0,0
"SS2CD45posP1_E08","0","1","non_cancer",0,0
"SS7CD3posP1_E12","0","1","non_cancer",0,0
"SS5CD45posP1_B01","0","1","non_cancer",0,0
"SS5CD45posP1_D01","0","1","non_cancer",0,0
"SS2CD45posP1_F06","0","1","non_cancer",0,0
"SS2CD45posP1_E02","0","1","non_cancer",0,0
"SS5CD45posP1_G06","0","1","non_cancer",0,0
"SS5CD45posP1_H07","0","1","non_cancer",0,0
"SS7CD45posP1_H09","0","1","non_cancer",0,0
"SS2CD45posP1_D01","0","1","non_cancer",0,0
"SS7CD3posP1_B03","0","1","non_cancer",0,0
"SS7CD3posP1_B12","0","1","non_cancer",0,0
"SS7CD3posP1_C05","0","1","non_cancer",0,0
"SS7CD3posP1_E09","0","1","non_cancer",0,0
"SS7CD3posP1_E04","0","1","non_cancer",0,0
"SS5CD45posP1_C10","0","1","non_cancer",0,0
"SS2CD45posP1_F03","0","1","non_cancer",0,0
"SS2CD45posP1_F11","0","1","non_cancer",0,0
"SS7CD3posP1_G05","0","1","non_cancer",0,0
"SS7CD3posP1_D08","0","1","non_cancer",0,0
"SS2CD45posP1_D05","0","1","non_cancer",0,0
"SS2CD45posP1_A10","0","1","non_cancer",0,0
"SS7CD3posP1_F10","0","1","non_cancer",0,0
"SS7CD3posP1_D12","0","1","non_cancer",0,0
"SS5CD45posP1_A07","0","1","non_cancer",0,0
"SS5CD45posP1_C06","0","1","non_cancer",0,0
"SS5CD45posP1_B07","0","1","non_cancer",0,0
"SS2CD45posP1_C06","0","1","non_cancer",0,0
"SS7CD45posP1_B03","0","1","non_cancer",0,0
"SS5CD45posP1_B03","0","1","non_cancer",0,0
"SS7CD3posP1_C02","0","1","non_cancer",0,0
"SS2CD45posP1_A09","0","1","non_cancer",0,0
"SS5CD45posP1_D03","0","1","non_cancer",0,0
"SS2CD45posP1_E03","0","1","non_cancer",0,0
"SS5CD45posP1_B12","0","1","non_cancer",0,0
"SS7CD3posP1_A08","0","1","non_cancer",0,0
"SS5CD45posP1_C08","0","1","non_cancer",0,0
"SS5CD45posP1_E10","0","1","non_cancer",0,0
"SS7CD3posP1_D07","0","1","non_cancer",0,0
"SS2CD45posP1_H09","0","1","non_cancer",0,0
"SS7CD3posP1_H01","0","1","non_cancer",0,0
"SS5CD45posP1_B08","0","1","non_cancer",0,0
"SS5CD45posP1_H02","0","1","non_cancer",0,0
"SS7CD3posP1_B07","0","1","non_cancer",0,0
"SS2CD45posP1_B04","0","1","non_cancer",0,0
"SS5CD45posP1_F09","0","1","non_cancer",0,0
"SS5CD45posP1_B10","0","1","non_cancer",0,0
"SS2CD45posP1_E04","0","1","non_cancer",0,0
"SS2CD45posP1_C12","0","1","non_cancer",0,0
"SS7CD3posP1_F08","0","1","non_cancer",0,0
"SS7CD45posP1_A11","0","1","non_cancer",0,0
"SS7CD3posP1_D11","0","1","non_cancer",0,0
"SS2CD45posP1_H08","0","1","non_cancer",0,0
"SS7CD45posP1_D04","0","1","non_cancer",0,0
"SS7CD3posP1_F03","0","1","non_cancer",0,0
"SS5CD45posP1_C11","0","1","non_cancer",0,0
"SS5CD45posP1_E04","0","1","non_cancer",0,0
"SS7CD3posP1_C06","0","1","non_cancer",0,0
"SS5CD45posP1_H08","0","1","non_cancer",0,0
"SS5CD45posP1_A05","0","1","non_cancer",0,0
"SS2CD45posP1_B09","0","1","non_cancer",0,0
"SS2CD45posP1_G06","0","1","non_cancer",0,0
"SS5CD45posP1_F04","0","1","non_cancer",0,0
"SS7CD3posP1_C08","0","1","non_cancer",0,0
"SS7CD3posP1_F05","0","1","non_cancer",0,0
"SS7CD3posP1_F07","0","1","non_cancer",0,0
"SS5CD45posP1_C09","0","1","non_cancer",0,0
"SS7CD45posP1_B04","0","1","non_cancer",0,0
"SS7CD45posP1_G05","0","1","non_cancer",0,0
"SS5CD45posP1_C07","0","1","non_cancer",0,0
"SS2CD45posP1_A12","0","1","non_cancer",0,0
"SS5CD45posP1_G05","0","1","non_cancer",0,0
"SS7CD45posP1_E02","0","1","non_cancer",0,0
"SS7CD3posP1_E10","0","1","non_cancer",0,0
"SS7CD3posP1_E07","0","1","non_cancer",0,0
"SS2CD45posP1_E12","0","1","non_cancer",0,0
"SS5CD45posP1_E06","0","1","non_cancer",0,0
"SS2CD45posP1_E01","0","1","non_cancer",0,0
"SS7CD45posP1_G01","0","1","non_cancer",0,0
"SS5CD45posP1_A06","0","1","non_cancer",0,0
"SS7CD45posP1_E08","0","1","non_cancer",0,0
"SS7CD3posP1_F06","0","1","non_cancer",0,0
"SS7CD3posP1_A12","0","1","non_cancer",0,0
"SS2CD45posP1_A06","0","1","non_cancer",0,0
"SS7CD3posP1_D06","0","1","non_cancer",0,0
"SS7CD3posP1_G02","0","1","non_cancer",0,0
"SS7CD3posP1_B02","0","1","non_cancer",0,0
"SS2CD45posP1_C02","0","1","non_cancer",0,0
"SS7CD3posP1_F04","0","1","non_cancer",0,0
"SS7CD3posP1_B09","0","1","non_cancer",0,0
"SS7CD3posP1_C10","0","1","non_cancer",0,0
"SS7CD3posP1_H02","0","1","non_cancer",0,0
"SS7CD3posP1_D05","0","1","non_cancer",0,0
"SS5CD45posP1_E05","0","1","non_cancer",0,0
"SS2CD45posP1_D11","0","1","non_cancer",0,0
"SS2CD45posP1_E10","0","1","non_cancer",0,0
"SS7CD3posP1_E11","0","1","non_cancer",0,0
"SS2CD45posP1_E05","0","1","non_cancer",0,0
"SS2CD45posP1_G05","0","1","non_cancer",0,0
"SS2CD45posP1_B07","0","1","non_cancer",0,0
"SS7CD45posP1_B06","0.2","0.8","non_cancer",0,0
"SS2CD45posP1_F10","0","1","non_cancer",0,0
"SS7CD3posP1_E08","0","1","non_cancer",0,0
"SS2CD45posP1_B03","0","1","non_cancer",0,0
"SS7CD3posP1_H03","0","1","non_cancer",0,0
"SS2CD45posP1_F12","0","1","non_cancer",0,0
"SS5CD45posP1_A11","0","1","non_cancer",0,0
"SS5CD45posP1_D09","0","1","non_cancer",0,0
"SS7CD3posP1_E03","0","1","non_cancer",0,0
"SS2CD45posP1_C05","0","1","non_cancer",0,0
"SS7CD3posP1_D09","0","1","non_cancer",0,0
"SS5CD45posP1_G03","0","1","non_cancer",0,0
"SS5CD45posP1_G10","0","1","non_cancer",0,0
"SS5CD45posP1_F05","0","1","non_cancer",0,0
"SS2CD45posP1_B01","0","1","non_cancer",0,0
"SS2CD45posP1_C10","0","1","non_cancer",0,0
"SS2CD45posP1_D07","0","1","non_cancer",0,0
"SS5CD45posP1_G11","0","1","non_cancer",0,0
"SS7CD3posP1_G04","0","1","non_cancer",0,0
"SS5CD45posP1_D11","0","1","non_cancer",0,0
"SS7CD45posP1_A02","0","1","non_cancer",0,0
"SS7CD45posP1_A05","0","1","non_cancer",0,0
"SS2CD45posP1_D04","0","1","non_cancer",0,0
"SS7CD3posP1_B10","0","1","non_cancer",0,0
"SS7CD3posP1_F11","0","1","non_cancer",0,0
"SS2CD45posP1_G02","0","1","non_cancer",0,0
"SS7CD45posP1_B11","0","1","non_cancer",0,0
"SS2CD45posP1_C01","0","1","non_cancer",0,0
"SS2CD45posP1_A08","0","1","non_cancer",0,0
"SS7CD45posP1_B10","0","1","non_cancer",0,0
"SS7CD3posP1_D02","0","1","non_cancer",0,0
"SS2CD45posP1_F09","0","1","non_cancer",0,0
"SS7CD45posP1_A10","0","1","non_cancer",0,0
"SS5CD45posP1_G12","0","1","non_cancer",0,0
"SS2CD45posP1_B11","0","1","non_cancer",0,0
"SS7CD3posP1_B06","0","1","non_cancer",0,0
"SS7CD3posP1_D03","0","1","non_cancer",0,0
"SS7CD3posP1_B04","0","1","non_cancer",0,0
"SS2CD45posP1_D02","0","1","non_cancer",0,0
"SS5CD45posP1_F12","0","1","non_cancer",0,0
"SS2CD45posP1_H10","0","1","non_cancer",0,0
"SS5CD45posP1_G01","0","1","non_cancer",0,0
"SS5CD45posP1_G08","0","1","non_cancer",0,0
"SS7CD45posP1_B09","0","1","non_cancer",0,0
"SS7CD3posP1_C11","0","1","non_cancer",0,0
"SS2CD45posP1_D09","0","1","non_cancer",0,0
"SS7CD45posP1_E01","0","1","non_cancer",0,0
"SS7CD45posP1_H10","0","1","non_cancer",0,0
"SS5CD45posP1_G07","0","1","non_cancer",0,0
"SS7CD45posP1_G10","0","1","non_cancer",0,0
"SS7CD45posP1_F04","0","1","non_cancer",0,0
"SS2CD45posP1_H01","0","1","non_cancer",0,0
"SS7CD3posP1_C12","0","1","non_cancer",0,0
"SS7CD3posP1_A03","0","1","non_cancer",0,0
"SS7CD3posP1_C07","0","1","non_cancer",0,0
"SS7CD45posP1_A04","0","1","non_cancer",0,0
"SS7CD3posP1_B11","0","1","non_cancer",0,0
"SS7CD3posP1_H06","0","1","non_cancer",0,0
"SS2CD45posP1_A04","0","1","non_cancer",0,0
"SS2CD45posP1_G09","0","1","non_cancer",0,0
"SS2CD45posP1_B05","0","1","non_cancer",0,0
"SS2CD45posP1_G03","0","1","non_cancer",0,0
"SS2CD45posP1_A03","0","1","non_cancer",0,0
"SS7CD3posP1_C09","0","1","non_cancer",0,0
"SS7CD3posP1_H10","0","1","non_cancer",0,0
"SS2CD45posP1_G07","0","1","non_cancer",0,0
"SS5CD45posP1_F11","0","1","non_cancer",0,0
"SS2CD45posP1_A11","0","1","non_cancer",0,0
"SS7CD45posP1_B08","0","1","non_cancer",0,0
"SS7CD3posP1_D10","0","1","non_cancer",0,0
"SS7CD3posP1_A04","0","1","non_cancer",0,0
"SS7CD45posP1_G08","0","1","non_cancer",0,0
"SS2CD45posP1_B02","0","1","non_cancer",0,0
"SS7CD3posP1_H11","0","1","non_cancer",0,0
"SS2CD45posP1_E07","0","1","non_cancer",0,0
"SS7CD45posP1_C08","0","1","non_cancer",0,0
"SS2CD45posP1_G01","0","1","non_cancer",0,0
"SS7CD3posP1_A09","0","1","non_cancer",0,0
"SS5CD45posP1_F02","0","1","non_cancer",0,0
"SS7CD3posP1_D01","0","1","non_cancer",0,0
"SS5CD45posP1_E07","0","1","non_cancer",0,0
"SS5CD45posP1_E03","0","1","non_cancer",0,0
"SS7CD45posP1_F10","0","1","non_cancer",0,0
"SS2CD45posP1_G08","0","1","non_cancer",0,0
"SS7CD45posP1_H01","0","1","non_cancer",0,0
"SS2CD45posP1_C03","0","1","non_cancer",0,0
"SS7CD3posP1_F09","0","1","non_cancer",0,0
"SS5CD45posP1_E09","0","1","non_cancer",0,0
"SS7CD45posP1_F05","0","1","non_cancer",0,0
"SS7CD3posP1_G06","0","1","non_cancer",0,0
"SS5CD45posP1_A01","0","1","non_cancer",0,0
