"cell.names","copykat.pred","pred","label","freq_cancer","freq_non_cancer"
"Br11_1","diploid",0,1,NA,NA
"Br11_10","diploid",0,1,NA,NA
"Br11_11","diploid",0,1,NA,NA
"Br11_13","diploid",0,0,NA,NA
"Br11_14","diploid",0,0,NA,NA
"Br11_15","diploid",0,0,NA,NA
"Br11_17","diploid",0,1,NA,NA
"Br11_18","diploid",0,1,NA,NA
"Br11_19","diploid",0,1,NA,NA
"Br11_2","diploid",0,1,NA,NA
"Br11_3","diploid",0,1,NA,NA
"Br11_4","diploid",0,1,NA,NA
"Br11_6","diploid",0,1,NA,NA
"Br11_7","diploid",0,1,NA,NA
"Br11_8","diploid",0,1,NA,NA
"Br11_9","diploid",0,1,NA,NA
"Br16_1","aneuploid",1,1,NA,NA
"Br16_2","diploid",0,1,NA,NA
"Br16_3","aneuploid",1,1,NA,NA
"Br16_4","aneuploid",1,1,NA,NA
"Br16_5","aneuploid",1,1,NA,NA
"Br16_6","aneuploid",1,1,NA,NA
"Br16_7","diploid",0,0,NA,NA
"Br16_8","diploid",0,0,NA,NA
"Br16_AC1","aneuploid",1,1,NA,NA
"Br16_AC10","aneuploid",1,1,NA,NA
"Br16_AC12","aneuploid",1,1,NA,NA
"Br16_AC13","aneuploid",1,1,NA,NA
"Br16_AC14","aneuploid",1,1,NA,NA
"Br16_AC15","aneuploid",1,1,NA,NA
"Br16_AC16","aneuploid",1,1,NA,NA
"Br16_AC17","aneuploid",1,1,NA,NA
"Br16_AC18","aneuploid",1,1,NA,NA
"Br16_AC19","aneuploid",1,1,NA,NA
"Br16_AC20","aneuploid",1,1,NA,NA
"Br16_AC3","aneuploid",1,1,NA,NA
"Br16_AC33","aneuploid",1,1,NA,NA
"Br16_AC34","aneuploid",1,1,NA,NA
"Br16_AC35","aneuploid",1,1,NA,NA
"Br16_AC37","aneuploid",1,1,NA,NA
"Br16_AC38","aneuploid",1,1,NA,NA
"Br16_AC39","aneuploid",1,1,NA,NA
"Br16_AC4","aneuploid",1,1,NA,NA
"Br16_AC40","aneuploid",1,1,NA,NA
