,freq_cancer,freq_non_cancer,pred_label,pred,label
0,9.2946204e-05,0.999907,Normal,0,0
1,0.9582391,0.04176092,Cancer,1,0
2,0.0013021322,0.9986979,Normal,0,0
3,8.9513676e-05,0.9999105,Normal,0,0
4,0.0021933247,0.9978067,Normal,0,0
5,0.0017438985,0.99825615,Normal,0,0
6,0.0014066215,0.9985934,Normal,0,0
7,0.00062139577,0.99937856,Normal,0,0
8,0.0016455334,0.99835455,Normal,0,0
9,0.0005932404,0.9994068,Normal,0,0
10,0.011804168,0.9881959,Normal,0,0
11,1.9728448e-05,0.99998033,Normal,0,0
12,0.0045567,0.99544334,Normal,0,0
13,0.0014694512,0.9985305,Normal,0,0
14,0.004006372,0.9959936,Normal,0,0
15,0.005929003,0.99407095,Normal,0,0
16,0.022869457,0.97713053,Normal,0,0
17,0.00072392623,0.9992761,Normal,0,0
18,0.0004964851,0.9995035,Normal,0,0
19,8.550683e-05,0.9999145,Normal,0,0
20,0.00056185725,0.9994381,Normal,0,0
21,0.0036393362,0.9963607,Normal,0,0
22,0.0041191066,0.99588096,Normal,0,0
23,0.0028634614,0.9971366,Normal,0,0
24,0.02491568,0.97508425,Normal,0,0
25,0.00070893834,0.99929106,Normal,0,0
26,0.009963512,0.9900365,Normal,0,0
27,0.0036323422,0.9963677,Normal,0,0
28,0.00022483572,0.99977523,Normal,0,0
29,0.0033229361,0.99667704,Normal,0,0
30,0.083647154,0.9163528,Normal,0,0
31,0.012010294,0.9879897,Normal,0,0
32,4.572678e-05,0.9999542,Normal,0,0
33,0.0006632218,0.9993368,Normal,0,0
34,0.067796186,0.9322039,Normal,0,0
35,0.0009757613,0.9990243,Normal,0,0
36,0.009945344,0.9900546,Normal,0,0
37,0.0010030804,0.9989969,Normal,0,0
38,0.00019522576,0.9998048,Normal,0,0
39,0.000266713,0.99973327,Normal,0,0
40,0.0044325786,0.9955674,Normal,0,0
41,0.00089311536,0.9991068,Normal,0,0
42,0.05832955,0.9416705,Normal,0,0
43,0.00056737574,0.9994326,Normal,0,0
44,0.0013895809,0.9986104,Normal,0,0
45,0.005565017,0.99443495,Normal,0,0
46,1.7325232e-05,0.9999827,Normal,0,0
47,0.0048313444,0.9951687,Normal,0,0
48,0.0020868876,0.99791306,Normal,0,0
49,0.00032963537,0.9996704,Normal,0,0
50,0.00015743627,0.9998425,Normal,0,0
51,0.0027472286,0.99725276,Normal,0,0
52,0.0033687456,0.9966312,Normal,0,0
53,0.022416689,0.9775833,Normal,0,0
54,6.826834e-05,0.9999317,Normal,0,0
55,0.0174764,0.9825236,Normal,0,0
56,0.03499817,0.96500176,Normal,0,0
57,0.0005522109,0.99944776,Normal,0,0
58,0.00042686556,0.9995732,Normal,0,0
59,0.0022441105,0.99775594,Normal,0,0
60,0.020979514,0.97902054,Normal,0,0
61,0.00593643,0.99406356,Normal,0,0
62,0.013412875,0.9865871,Normal,0,0
63,0.0012152826,0.9987847,Normal,0,0
64,0.0010537414,0.99894625,Normal,0,0
65,4.6842193e-05,0.99995315,Normal,0,0
66,0.00051779463,0.9994822,Normal,0,0
67,0.00187367,0.9981263,Normal,0,0
68,0.00048203324,0.9995179,Normal,0,0
69,0.0010476914,0.99895227,Normal,0,0
70,0.15160966,0.84839034,Normal,0,0
71,0.0017858002,0.99821424,Normal,0,0
72,0.0001325328,0.99986744,Normal,0,0
73,0.0010008352,0.9989992,Normal,0,0
74,0.00046036867,0.9995396,Normal,0,0
75,0.00023411037,0.99976593,Normal,0,0
76,0.0012178324,0.9987822,Normal,0,0
77,0.00019693346,0.9998031,Normal,0,0
78,0.00012225931,0.9998777,Normal,0,0
79,0.15164275,0.8483572,Normal,0,0
80,0.0018960193,0.998104,Normal,0,0
81,0.009473092,0.9905269,Normal,0,0
82,0.01280487,0.9871952,Normal,0,0
83,0.0006398994,0.99936014,Normal,0,0
84,0.00054506666,0.9994549,Normal,0,0
85,0.0014471476,0.99855286,Normal,0,0
86,0.0082060415,0.99179393,Normal,0,0
87,0.0013903561,0.99860966,Normal,0,0
88,0.0014091409,0.9985909,Normal,0,0
89,0.12964934,0.8703507,Normal,0,0
90,0.00029158793,0.99970835,Normal,0,0
91,0.013163382,0.9868367,Normal,0,0
92,0.10281979,0.8971802,Normal,0,0
93,0.001009142,0.99899083,Normal,0,0
94,0.00078428927,0.9992157,Normal,0,0
95,0.0003426052,0.9996574,Normal,0,0
96,5.1930816e-05,0.999948,Normal,0,0
97,0.0005060551,0.99949396,Normal,0,0
98,1.0385676e-06,0.9999989,Normal,0,0
99,0.07304765,0.9269523,Normal,0,0
100,0.00015162231,0.99984837,Normal,0,0
101,0.000141812,0.99985814,Normal,0,0
102,8.713818e-06,0.9999913,Normal,0,0
103,0.0003169976,0.999683,Normal,0,0
104,0.0020325545,0.9979674,Normal,0,0
105,2.1156018e-05,0.9999789,Normal,0,0
106,0.00047901017,0.999521,Normal,0,0
107,0.22434124,0.7756587,Normal,0,0
108,0.008059758,0.9919403,Normal,0,0
109,0.04360187,0.9563981,Normal,0,0
110,0.0039252313,0.9960748,Normal,0,0
111,0.009333868,0.9906661,Normal,0,0
112,0.0017577241,0.99824226,Normal,0,0
113,6.441936e-05,0.9999356,Normal,0,0
114,1.3088456e-05,0.9999869,Normal,0,0
115,0.00012828679,0.99987173,Normal,0,0
116,0.023568032,0.97643197,Normal,0,0
117,0.01924998,0.98075,Normal,0,0
118,0.00019864277,0.99980134,Normal,0,0
119,0.00011233753,0.9998877,Normal,0,0
120,0.00036942106,0.9996306,Normal,0,0
121,0.0030459478,0.9969541,Normal,0,0
122,0.00013907146,0.9998609,Normal,0,0
123,0.0005585036,0.99944144,Normal,0,0
124,0.02283022,0.9771698,Normal,0,0
125,0.00045954107,0.99954045,Normal,0,0
126,0.0022893092,0.9977107,Normal,0,0
127,0.00017029973,0.99982965,Normal,0,0
128,0.009661973,0.990338,Normal,0,0
129,0.04241761,0.9575825,Normal,0,0
130,0.0070945807,0.9929054,Normal,0,0
131,0.0003186463,0.99968135,Normal,0,0
132,0.003774067,0.99622595,Normal,0,0
133,0.057273608,0.94272643,Normal,0,0
134,0.00024394842,0.99975604,Normal,0,0
135,7.008746e-05,0.9999299,Normal,0,0
136,9.570405e-05,0.9999043,Normal,0,0
137,0.016365709,0.98363423,Normal,0,0
138,0.0028821083,0.9971179,Normal,0,0
139,0.000116843,0.9998832,Normal,0,0
140,0.47710964,0.5228903,Normal,0,0
141,0.0027956723,0.99720424,Normal,0,0
142,0.030686276,0.96931374,Normal,0,0
143,0.0036825777,0.9963174,Normal,0,0
144,0.005943649,0.99405634,Normal,0,0
145,0.00017797781,0.9998221,Normal,0,0
146,4.806715e-05,0.99995196,Normal,0,0
147,0.040895328,0.9591047,Normal,0,0
148,0.00040887663,0.9995912,Normal,0,0
149,0.00013096772,0.999869,Normal,0,0
150,4.630978e-05,0.99995375,Normal,0,0
151,0.00080074527,0.9991992,Normal,0,0
152,0.0027054276,0.9972946,Normal,0,0
153,0.00057433516,0.99942565,Normal,0,0
154,0.0005917599,0.99940825,Normal,0,0
155,6.5314794e-05,0.9999347,Normal,0,0
156,0.0011834287,0.9988166,Normal,0,0
157,0.007871008,0.99212897,Normal,0,0
158,0.00087493105,0.99912506,Normal,0,0
159,0.0030911968,0.99690884,Normal,0,0
160,0.009356134,0.99064386,Normal,0,0
161,0.010197193,0.9898028,Normal,0,0
162,0.00035400476,0.99964595,Normal,0,0
163,0.13882367,0.8611763,Normal,0,0
164,0.010245816,0.98975414,Normal,0,0
165,0.0029230036,0.997077,Normal,0,0
166,0.00011026661,0.99988973,Normal,0,0
167,0.0033403183,0.99665964,Normal,0,0
168,5.7001984e-05,0.999943,Normal,0,0
169,0.000107587715,0.99989235,Normal,0,0
170,0.0030957756,0.9969042,Normal,0,0
171,0.030420184,0.9695798,Normal,0,0
172,0.0018172917,0.9981828,Normal,0,0
173,0.00014794819,0.99985206,Normal,0,0
174,0.0051611313,0.9948389,Normal,0,0
175,0.00010424175,0.9998957,Normal,0,0
176,0.0035039994,0.996496,Normal,0,0
177,0.00055918336,0.99944085,Normal,0,0
178,7.196759e-05,0.999928,Normal,0,0
179,0.00024774254,0.9997522,Normal,0,0
180,0.002177878,0.99782217,Normal,0,0
181,0.0009798771,0.9990201,Normal,0,0
182,0.004569854,0.9954301,Normal,0,0
183,0.001038584,0.99896145,Normal,0,0
184,0.00031332,0.9996867,Normal,0,0
185,0.04331133,0.9566887,Normal,0,0
186,0.0007835075,0.99921644,Normal,0,0
187,0.0008703264,0.9991297,Normal,0,0
188,0.0041289735,0.995871,Normal,0,0
189,0.0042653754,0.99573463,Normal,0,0
190,0.009996125,0.9900039,Normal,0,0
191,0.00092469883,0.9990753,Normal,0,0
192,0.004556053,0.99544394,Normal,0,0
193,0.0026991025,0.9973009,Normal,0,0
194,0.055038843,0.94496113,Normal,0,0
195,0.0031750544,0.996825,Normal,0,0
196,0.010085577,0.9899144,Normal,0,0
197,0.018327039,0.9816729,Normal,0,0
