"cell.names","copykat.pred","pred","label","freq_cancer","freq_non_cancer"
"SS10_A01","aneuploid",1,1,NA,NA
"SS10_A03","aneuploid",1,1,NA,NA
"SS10_A05","aneuploid",1,1,NA,NA
"SS10_A07","aneuploid",1,1,NA,NA
"SS10_B01","diploid",0,0,NA,NA
"SS10_B02","aneuploid",1,1,NA,NA
"SS10_B03","aneuploid",1,1,NA,NA
"SS10_B05","diploid",0,0,NA,NA
"SS10_B06","aneuploid",1,1,NA,NA
"SS10_C01","aneuploid",1,1,NA,NA
"SS10_C02","aneuploid",1,1,NA,NA
"SS10_C03","diploid",0,0,NA,NA
"SS10_C04","aneuploid",1,1,NA,NA
"SS10_C05","aneuploid",1,1,NA,NA
"SS10_C06","aneuploid",1,1,NA,NA
"SS10_D01","aneuploid",1,1,NA,NA
"SS10_D02","aneuploid",1,1,NA,NA
"SS10_D03","aneuploid",1,1,NA,NA
"SS10_D04","aneuploid",1,1,NA,NA
"SS10_D05","aneuploid",1,1,NA,NA
"SS10_D06","aneuploid",1,1,NA,NA
"SS10_E01","aneuploid",1,1,NA,NA
"SS10_E02","aneuploid",1,1,NA,NA
"SS10_E04","aneuploid",1,1,NA,NA
"SS10_E05","aneuploid",1,1,NA,NA
"SS10_E06","aneuploid",1,1,NA,NA
"SS10_F01","diploid",0,0,NA,NA
"SS10_F02","aneuploid",1,1,NA,NA
"SS10_F03","aneuploid",1,1,NA,NA
"SS10_F04","diploid",0,0,NA,NA
"SS10_F06","aneuploid",1,1,NA,NA
"SS10_G01","aneuploid",1,1,NA,NA
"SS10_G02","aneuploid",1,1,NA,NA
"SS10_G04","aneuploid",1,1,NA,NA
"SS10_G05","aneuploid",1,1,NA,NA
"SS10_G06","diploid",0,0,NA,NA
"SS10_H01","aneuploid",1,1,NA,NA
"SS10_H02","aneuploid",1,1,NA,NA
"SS10_H04","aneuploid",1,1,NA,NA
"SS10_H06","diploid",0,0,NA,NA
"SS11metP10_A01","aneuploid",1,1,NA,NA
"SS11metP10_A02","aneuploid",1,1,NA,NA
"SS11metP10_A03","aneuploid",1,1,NA,NA
"SS11metP10_A04","aneuploid",1,1,NA,NA
"SS11metP10_A05","aneuploid",1,1,NA,NA
"SS11metP10_A06","aneuploid",1,1,NA,NA
"SS11metP10_A07","aneuploid",1,1,NA,NA
"SS11metP10_A08","aneuploid",1,1,NA,NA
"SS11metP10_A09","aneuploid",1,1,NA,NA
"SS11metP10_A10","aneuploid",1,1,NA,NA
"SS11metP10_A11","aneuploid",1,1,NA,NA
"SS11metP10_A12","aneuploid",1,1,NA,NA
"SS11metP10_B01","aneuploid",1,1,NA,NA
"SS11metP10_B02","aneuploid",1,1,NA,NA
"SS11metP10_B03","aneuploid",1,1,NA,NA
"SS11metP10_B04","aneuploid",1,1,NA,NA
"SS11metP10_B05","aneuploid",1,1,NA,NA
"SS11metP10_B06","aneuploid",1,1,NA,NA
"SS11metP10_B07","aneuploid",1,1,NA,NA
"SS11metP10_B08","aneuploid",1,1,NA,NA
"SS11metP10_B09","aneuploid",1,1,NA,NA
"SS11metP10_B10","aneuploid",1,1,NA,NA
"SS11metP10_B11","aneuploid",1,1,NA,NA
"SS11metP10_B12","aneuploid",1,1,NA,NA
"SS11metP10_C01","aneuploid",1,1,NA,NA
"SS11metP10_C02","aneuploid",1,1,NA,NA
"SS11metP10_C03","aneuploid",1,1,NA,NA
"SS11metP10_C04","aneuploid",1,1,NA,NA
"SS11metP10_C05","aneuploid",1,1,NA,NA
"SS11metP10_C06","aneuploid",1,1,NA,NA
"SS11metP10_C07","aneuploid",1,1,NA,NA
"SS11metP10_C08","aneuploid",1,1,NA,NA
"SS11metP10_C09","aneuploid",1,1,NA,NA
"SS11metP10_C10","aneuploid",1,1,NA,NA
"SS11metP10_C11","aneuploid",1,1,NA,NA
"SS11metP10_C12","aneuploid",1,1,NA,NA
"SS11metP10_D01","aneuploid",1,1,NA,NA
"SS11metP10_D02","aneuploid",1,1,NA,NA
"SS11metP10_D03","aneuploid",1,1,NA,NA
"SS11metP10_D04","aneuploid",1,1,NA,NA
"SS11metP10_D05","aneuploid",1,1,NA,NA
"SS11metP10_D06","aneuploid",1,1,NA,NA
"SS11metP10_D07","aneuploid",1,1,NA,NA
"SS11metP10_D08","aneuploid",1,1,NA,NA
"SS11metP10_D09","aneuploid",1,1,NA,NA
"SS11metP10_D10","aneuploid",1,1,NA,NA
"SS11metP10_D11","aneuploid",1,1,NA,NA
"SS11metP10_D12","aneuploid",1,1,NA,NA
"SS11metP10_E01","aneuploid",1,1,NA,NA
"SS11metP10_E02","aneuploid",1,1,NA,NA
"SS11metP10_E03","aneuploid",1,1,NA,NA
"SS11metP10_E04","aneuploid",1,1,NA,NA
"SS11metP10_E05","aneuploid",1,1,NA,NA
"SS11metP10_E06","aneuploid",1,1,NA,NA
"SS11metP10_E07","aneuploid",1,1,NA,NA
"SS11metP10_E08","aneuploid",1,1,NA,NA
"SS11metP10_E09","aneuploid",1,1,NA,NA
"SS11metP10_E10","aneuploid",1,1,NA,NA
"SS11metP10_E11","aneuploid",1,1,NA,NA
"SS11metP10_E12","aneuploid",1,1,NA,NA
