"Sample","freq_cancer","freq_non_cancer","pred_label","pred","label"
"V1","0","1","non_cancer",0,0
"V2","0","1","non_cancer",0,0
"V3","0","1","non_cancer",0,0
"V4","0","1","non_cancer",0,0
"V5","0","1","non_cancer",0,0
"V6","0","1","non_cancer",0,0
"V7","0","1","non_cancer",0,0
"V8","0","1","non_cancer",0,0
"V9","0","1","non_cancer",0,0
"V10","0","1","non_cancer",0,0
"V11","0","1","non_cancer",0,0
"V12","0","1","non_cancer",0,0
"V13","0.8","0.2","cancer",1,0
"V14","0","1","non_cancer",0,0
"V15","0","1","non_cancer",0,0
"V16","0","1","non_cancer",0,0
"V17","0","1","non_cancer",0,0
"V18","0","1","non_cancer",0,0
"V19","0","1","non_cancer",0,0
"V20","0","1","non_cancer",0,0
"V21","0","1","non_cancer",0,0
"V22","0","1","non_cancer",0,0
"V23","0","1","non_cancer",0,0
"V24","0","1","non_cancer",0,0
"V25","0","1","non_cancer",0,0
"V26","0","1","non_cancer",0,0
"V27","0","1","non_cancer",0,0
"V28","0","1","non_cancer",0,0
"V29","0","1","non_cancer",0,0
"V30","0","1","non_cancer",0,0
"V31","0","1","non_cancer",0,0
"V32","0","1","non_cancer",0,0
"V33","0","1","non_cancer",0,0
"V34","0","1","non_cancer",0,0
"V35","0","1","non_cancer",0,0
"V36","0","1","non_cancer",0,0
"V37","0","1","non_cancer",0,0
"V38","0","1","non_cancer",0,0
"V39","0","1","non_cancer",0,0
"V40","0","1","non_cancer",0,0
"V41","0","1","non_cancer",0,0
"V42","0","1","non_cancer",0,0
"V43","0","1","non_cancer",0,0
"V44","0","1","non_cancer",0,0
"V45","0","1","non_cancer",0,0
"V46","0","1","non_cancer",0,0
"V47","0","1","non_cancer",0,0
"V48","0","1","non_cancer",0,0
"V49","0","1","non_cancer",0,0
"V50","0","1","non_cancer",0,0
"V51","0","1","non_cancer",0,0
"V52","0","1","non_cancer",0,0
"V53","0","1","non_cancer",0,0
"V54","0","1","non_cancer",0,0
"V55","0","1","non_cancer",0,0
"V56","0","1","non_cancer",0,0
"V57","0","1","non_cancer",0,0
"V58","0","1","non_cancer",0,0
"V59","0","1","non_cancer",0,0
"V60","0","1","non_cancer",0,0
"V61","0","1","non_cancer",0,0
"V62","0","1","non_cancer",0,0
"V63","0","1","non_cancer",0,0
"V64","0","1","non_cancer",0,0
"V65","0","1","non_cancer",0,0
"V66","0","1","non_cancer",0,0
"V67","0","1","non_cancer",0,0
"V68","0","1","non_cancer",0,0
"V69","0","1","non_cancer",0,0
"V70","0","1","non_cancer",0,0
"V71","0.2","0.8","non_cancer",0,0
"V72","0","1","non_cancer",0,0
"V73","0","1","non_cancer",0,0
"V74","0","1","non_cancer",0,0
"V75","0","1","non_cancer",0,0
"V76","0","1","non_cancer",0,0
"V77","0","1","non_cancer",0,0
"V78","0","1","non_cancer",0,0
"V79","0","1","non_cancer",0,0
"V80","0","1","non_cancer",0,0
"V81","0","1","non_cancer",0,0
"V82","0","1","non_cancer",0,0
"V83","0","1","non_cancer",0,0
"V84","0","1","non_cancer",0,0
"V85","0","1","non_cancer",0,0
"V86","0","1","non_cancer",0,0
"V87","0","1","non_cancer",0,0
"V88","0","1","non_cancer",0,0
"V89","0","1","non_cancer",0,0
"V90","0","1","non_cancer",0,0
"V91","0","1","non_cancer",0,0
"V92","0","1","non_cancer",0,0
"V93","0","1","non_cancer",0,0
"V94","0","1","non_cancer",0,0
"V95","0","1","non_cancer",0,0
"V96","0","1","non_cancer",0,0
"V97","0","1","non_cancer",0,0
"V98","0","1","non_cancer",0,0
"V99","0","1","non_cancer",0,0
"V100","0","1","non_cancer",0,0
"V101","0","1","non_cancer",0,0
"V102","0","1","non_cancer",0,0
"V103","0","1","non_cancer",0,0
"V104","0","1","non_cancer",0,0
"V105","0","1","non_cancer",0,0
"V106","0","1","non_cancer",0,0
"V107","0","1","non_cancer",0,0
"V108","0","1","non_cancer",0,0
"V109","0","1","non_cancer",0,0
"V110","0","1","non_cancer",0,0
"V111","0","1","non_cancer",0,0
"V112","0","1","non_cancer",0,0
"V113","0","1","non_cancer",0,0
"V114","0.8","0.2","cancer",1,0
"V115","0","1","non_cancer",0,0
"V116","0","1","non_cancer",0,0
"V117","0","1","non_cancer",0,0
"V118","0","1","non_cancer",0,0
"V119","0","1","non_cancer",0,0
"V120","0","1","non_cancer",0,0
"V121","0","1","non_cancer",0,0
"V122","0","1","non_cancer",0,0
"V123","0","1","non_cancer",0,0
"V124","0","1","non_cancer",0,0
"V125","0","1","non_cancer",0,0
"V126","0","1","non_cancer",0,0
"V127","0","1","non_cancer",0,0
"V128","0","1","non_cancer",0,0
"V129","0","1","non_cancer",0,0
"V130","0","1","non_cancer",0,0
"V131","0","1","non_cancer",0,0
"V132","0","1","non_cancer",0,0
"V133","0","1","non_cancer",0,0
"V134","0","1","non_cancer",0,0
"V135","0","1","non_cancer",0,0
"V136","0","1","non_cancer",0,0
"V137","0","1","non_cancer",0,0
"V138","0","1","non_cancer",0,0
"V139","0","1","non_cancer",0,0
"V140","0","1","non_cancer",0,0
"V141","0","1","non_cancer",0,0
"V142","0","1","non_cancer",0,0
"V143","0","1","non_cancer",0,0
"V144","0","1","non_cancer",0,0
"V145","0","1","non_cancer",0,0
"V146","0","1","non_cancer",0,0
"V147","0","1","non_cancer",0,0
"V148","0","1","non_cancer",0,0
"V149","0","1","non_cancer",0,0
"V150","0","1","non_cancer",0,0
"V151","0","1","non_cancer",0,0
"V152","0","1","non_cancer",0,0
"V153","0","1","non_cancer",0,0
"V154","0","1","non_cancer",0,0
"V155","0","1","non_cancer",0,0
"V156","0","1","non_cancer",0,0
"V157","0","1","non_cancer",0,0
"V158","0","1","non_cancer",0,0
"V159","0","1","non_cancer",0,0
"V160","0","1","non_cancer",0,0
"V161","0","1","non_cancer",0,0
"V162","0","1","non_cancer",0,0
"V163","0","1","non_cancer",0,0
"V164","0","1","non_cancer",0,0
"V165","0","1","non_cancer",0,0
"V166","0","1","non_cancer",0,0
"V167","0","1","non_cancer",0,0
"V168","0","1","non_cancer",0,0
"V169","0","1","non_cancer",0,0
"V170","0","1","non_cancer",0,0
"V171","0","1","non_cancer",0,0
"V172","0","1","non_cancer",0,0
"V173","0","1","non_cancer",0,0
"V174","0","1","non_cancer",0,0
"V175","0","1","non_cancer",0,0
"V176","0","1","non_cancer",0,0
"V177","0","1","non_cancer",0,0
"V178","0","1","non_cancer",0,0
"V179","0","1","non_cancer",0,0
"V180","0","1","non_cancer",0,0
"V181","0","1","non_cancer",0,0
"V182","0","1","non_cancer",0,0
"V183","0","1","non_cancer",0,0
"V184","0","1","non_cancer",0,0
"V185","0","1","non_cancer",0,0
"V186","0","1","non_cancer",0,0
"V187","0","1","non_cancer",0,0
"V188","0","1","non_cancer",0,0
"V189","0","1","non_cancer",0,0
"V190","0","1","non_cancer",0,0
"V191","0","1","non_cancer",0,0
