Unnamed: 0,freq_cancer,freq_non_cancer,pred_label,pred,label
0,0.1673522190511442,0.8326477809488558,Normal,0,0
1,0.1980067020138903,0.8019932979861096,Normal,0,1
2,0.1625214357998004,0.8374785642001995,Normal,0,1
3,0.1869813996887248,0.8130186003112752,Normal,0,1
4,0.1211503614613813,0.8788496385386185,Normal,0,0
5,0.2181939575420456,0.7818060424579544,Normal,0,1
6,0.163795967993814,0.8362040320061859,Normal,0,1
7,0.1985498942176728,0.8014501057823271,Normal,0,1
8,0.219847484127845,0.780152515872155,Normal,0,1
9,0.1493332688059835,0.8506667311940166,Normal,0,1
10,0.1504208170434781,0.849579182956522,Normal,0,1
11,0.1872630483173841,0.8127369516826158,Normal,0,1
12,0.1984157483940337,0.8015842516059662,Normal,0,1
13,0.2489314533804345,0.7510685466195656,Normal,0,1
14,0.1660888405511841,0.8339111594488158,Normal,0,1
15,0.1682377522805727,0.8317622477194273,Normal,0,1
16,0.1657639947770928,0.8342360052229072,Normal,0,1
17,0.2336458743731388,0.7663541256268612,Normal,0,1
18,0.2505374464149278,0.7494625535850723,Normal,0,1
19,0.1425900830096893,0.8574099169903108,Normal,0,1
20,0.1856000272253022,0.8143999727746978,Normal,0,1
21,0.2110838701440497,0.7889161298559504,Normal,0,1
22,0.1854619857859375,0.8145380142140624,Normal,0,1
23,0.1594462899927582,0.8405537100072419,Normal,0,1
24,0.1600773582962678,0.8399226417037322,Normal,0,1
25,0.4339299506634921,0.5660700493365078,Normal,0,1
26,0.2492223617217712,0.7507776382782287,Normal,0,1
27,0.2410139217935689,0.758986078206431,Normal,0,1
28,0.1508152705994652,0.8491847294005348,Normal,0,0
29,0.1840326840410215,0.8159673159589785,Normal,0,1
30,0.1742103176733855,0.8257896823266145,Normal,0,1
31,0.1216677339540094,0.8783322660459906,Normal,0,0
32,0.1756867298452458,0.8243132701547541,Normal,0,1
33,0.1623789304171652,0.8376210695828348,Normal,0,1
34,0.2279618243352973,0.7720381756647027,Normal,0,1
35,0.9683372492353864,0.0316627507646135,Tumor,1,1
36,0.1657650791305056,0.8342349208694944,Normal,0,0
37,0.16510653308514,0.83489346691486,Normal,0,1
38,0.2074518582998645,0.7925481417001355,Normal,0,1
39,0.2775644122698232,0.7224355877301768,Normal,0,1
40,0.25923505792695,0.74076494207305,Normal,0,1
41,0.1636143705635397,0.8363856294364602,Normal,0,1
42,0.2027412156787665,0.7972587843212334,Normal,0,1
43,0.2289797564804167,0.7710202435195832,Normal,0,1
44,0.1874831613717817,0.8125168386282183,Normal,0,1
45,0.1914529160663985,0.8085470839336015,Normal,0,1
46,0.1841015168322234,0.8158984831677767,Normal,0,1
47,0.1731811889870114,0.8268188110129885,Normal,0,1
48,0.2285614111369414,0.7714385888630585,Normal,0,1
49,0.187165649913352,0.812834350086648,Normal,0,1
50,0.1822077385725051,0.817792261427495,Normal,0,1
51,0.2096238403271287,0.7903761596728713,Normal,0,1
52,0.2284653102960772,0.7715346897039228,Normal,0,1
53,0.1546730420376216,0.8453269579623783,Normal,0,1
54,0.2677714026326166,0.7322285973673833,Normal,0,1
55,0.1761084098277872,0.8238915901722127,Normal,0,1
56,0.182238978185194,0.8177610218148059,Normal,0,1
57,0.2319406656999214,0.7680593343000784,Normal,0,1
58,0.1893584130545805,0.8106415869454195,Normal,0,1
59,0.1597200269447177,0.8402799730552823,Normal,0,1
60,0.1625099352824258,0.8374900647175741,Normal,0,1
61,0.1684852363602645,0.8315147636397354,Normal,0,1
62,0.1573662138409822,0.8426337861590179,Normal,0,1
63,0.1762139357371506,0.8237860642628493,Normal,0,1
64,0.9639499113576658,0.0360500886423342,Tumor,1,1
65,0.2664708277050247,0.7335291722949754,Normal,0,1
66,0.1718651486288583,0.8281348513711417,Normal,0,1
67,0.1560183665970698,0.8439816334029301,Normal,0,1
68,0.1998192465179506,0.8001807534820494,Normal,0,1
69,0.1975579334970496,0.8024420665029505,Normal,0,1
70,0.1989255539911739,0.801074446008826,Normal,0,1
71,0.2637459699765134,0.7362540300234865,Normal,0,1
72,0.2390295402375306,0.7609704597624694,Normal,0,1
73,0.1987902168891205,0.8012097831108795,Normal,0,1
74,0.2459205285787869,0.754079471421213,Normal,0,1
75,0.2034557118363003,0.7965442881636996,Normal,0,1
76,0.1500952629454795,0.8499047370545204,Normal,0,0
77,0.2859178337210815,0.7140821662789185,Normal,0,1
78,0.1475550840736187,0.8524449159263813,Normal,0,0
79,0.1633761379225083,0.8366238620774916,Normal,0,0
80,0.2184709453642764,0.7815290546357236,Normal,0,1
81,0.1933679957483961,0.8066320042516039,Normal,0,1
82,0.1575057782898566,0.8424942217101433,Normal,0,1
83,0.2813245252482693,0.7186754747517307,Normal,0,1
84,0.2027642741262068,0.7972357258737932,Normal,0,1
85,0.1209565208242335,0.8790434791757665,Normal,0,0
86,0.2638497758722961,0.7361502241277039,Normal,0,1
87,0.191702175357515,0.8082978246424851,Normal,0,1
88,0.226272026474273,0.7737279735257271,Normal,0,1
89,0.1695619139763877,0.8304380860236122,Normal,0,0
90,0.1870463708547781,0.8129536291452218,Normal,0,1
91,0.1943901282431964,0.8056098717568035,Normal,0,1
92,0.1496377238361284,0.8503622761638717,Normal,0,1
93,0.1209926202721266,0.8790073797278734,Normal,0,0
94,0.2744486737825238,0.7255513262174763,Normal,0,1
95,0.2132505210187494,0.7867494789812506,Normal,0,1
96,0.203074701730323,0.7969252982696771,Normal,0,1
97,0.1696011212737923,0.8303988787262075,Normal,0,0
98,0.1972635288942938,0.8027364711057062,Normal,0,1
99,0.1566949086358701,0.8433050913641298,Normal,0,1
100,0.2417442307403976,0.7582557692596024,Normal,0,1
101,0.1901368532662872,0.8098631467337127,Normal,0,1
102,0.1686085189833048,0.8313914810166951,Normal,0,1
103,0.1977286590421345,0.8022713409578655,Normal,0,1
104,0.1479826456965385,0.8520173543034614,Normal,0,0
105,0.1215150481473471,0.8784849518526529,Normal,0,0
106,0.1270053914001889,0.872994608599811,Normal,0,0
107,0.1923683643167217,0.8076316356832783,Normal,0,1
108,0.1823280559014892,0.8176719440985109,Normal,0,1
109,0.2335272017214378,0.7664727982785622,Normal,0,1
110,0.1434954883433804,0.8565045116566196,Normal,0,0
111,0.2010535112893925,0.7989464887106075,Normal,0,1
112,0.2271101648483937,0.7728898351516061,Normal,0,1
113,0.1471269843445925,0.8528730156554075,Normal,0,0
